BILL_HEADER_UUID,STORE_UUID,BILL_DATE,BILL_DISCOUNT,BILL_NUM,BILL_TOTAL,CREATED_BY,CREATED_TIME,REF_COLUMN_1,REF_COLUMN_2,UPDATE_BY,UPDATED_TIME,BILL_STATUS
"51FA07336ADE7159E10000000A442CBA","1","2012-09-30 00:00:00.0000000",0,"1029",6672,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA07446ADE7159E10000000A442CBA","1","2012-10-01 00:00:00.0000000",0,"1030",3073,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA07546ADE7159E10000000A442CBA","1","2012-10-02 00:00:00.0000000",0,"1031",4026,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA076A6ADE7159E10000000A442CBA","1","2012-10-03 00:00:00.0000000",0,"1032",2061,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA07796ADE7159E10000000A442CBA","1","2012-10-04 00:00:00.0000000",0,"1033",1980,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA07876ADE7159E10000000A442CBA","1","2012-10-05 00:00:00.0000000",0,"1034",4009,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA079B6ADE7159E10000000A442CBA","1","2012-10-06 00:00:00.0000000",0,"1035",2281,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA07AA6ADE7159E10000000A442CBA","1","2012-10-07 00:00:00.0000000",0,"1036",2164,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA07B86ADE7159E10000000A442CBA","1","2012-10-08 00:00:00.0000000",0,"1037",5115,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA07CC6ADE7159E10000000A442CBA","1","2012-10-09 00:00:00.0000000",0,"1038",4527,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA07DC6ADE7159E10000000A442CBA","1","2012-10-10 00:00:00.0000000",0,"1039",11062,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA07F16ADE7159E10000000A442CBA","1","2012-10-11 00:00:00.0000000",0,"1040",5519,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08056ADE7159E10000000A442CBA","1","2012-10-12 00:00:00.0000000",0,"1041",3480,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08166ADE7159E10000000A442CBA","1","2012-10-13 00:00:00.0000000",0,"1042",3031,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08276ADE7159E10000000A442CBA","1","2012-10-14 00:00:00.0000000",0,"1043",3145,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08376ADE7159E10000000A442CBA","1","2012-10-15 00:00:00.0000000",0,"1044",15181,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA084C6ADE7159E10000000A442CBA","1","2012-10-16 00:00:00.0000000",0,"1045",25328,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08636ADE7159E10000000A442CBA","1","2012-10-17 00:00:00.0000000",0,"1046",6586,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08776ADE7159E10000000A442CBA","1","2012-10-18 00:00:00.0000000",0,"1047",6265,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08866ADE7159E10000000A442CBA","1","2012-10-19 00:00:00.0000000",0,"1048",6696,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08946ADE7159E10000000A442CBA","1","2012-10-20 00:00:00.0000000",0,"1049",13374,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08AB6ADE7159E10000000A442CBA","1","2012-10-21 00:00:00.0000000",0,"1050",9361,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08C26ADE7159E10000000A442CBA","1","2012-10-22 00:00:00.0000000",0,"1051",6334,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08D76ADE7159E10000000A442CBA","1","2012-10-23 00:00:00.0000000",0,"1052",5980,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA08EC6ADE7159E10000000A442CBA","1","2012-10-24 00:00:00.0000000",0,"1053",4414,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA09036ADE7159E10000000A442CBA","1","2012-10-25 00:00:00.0000000",0,"1054",5796,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA09186ADE7159E10000000A442CBA","1","2012-10-26 00:00:00.0000000",0,"1055",5085,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA092C6ADE7159E10000000A442CBA","1","2012-10-27 00:00:00.0000000",0,"1056",6278,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA093D6ADE7159E10000000A442CBA","1","2012-10-28 00:00:00.0000000",0,"1057",2073,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA094D6ADE7159E10000000A442CBA","1","2012-10-29 00:00:00.0000000",0,"1058",5094,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA095C6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-02 00:00:00.0000000",0,"0",6821,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA096A6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-03 00:00:00.0000000",0,"1",9162,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA09816ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-04 00:00:00.0000000",0,"2",11218,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA09986ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-05 00:00:00.0000000",0,"3",8088,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA09AF6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-06 00:00:00.0000000",0,"4",11422,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA09C56ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-07 00:00:00.0000000",0,"5",3254,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA09D66ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-08 00:00:00.0000000",0,"6",2647,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA09E76ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-09 00:00:00.0000000",0,"7",7263,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA09F76ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-10 00:00:00.0000000",0,"8",9608,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0A0E6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-11 00:00:00.0000000",0,"9",9686,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0A246ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-12 00:00:00.0000000",0,"10",9277,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0A346ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-13 00:00:00.0000000",0,"11",7305,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0A4B6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-14 00:00:00.0000000",0,"12",11136,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0A606ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-15 00:00:00.0000000",0,"13",8686,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0A756ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-16 00:00:00.0000000",0,"14",12852,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0A8A6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-17 00:00:00.0000000",0,"15",12437,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0AA06ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-18 00:00:00.0000000",0,"16",8167,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0AAF6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-19 00:00:00.0000000",0,"17",9322,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0ABD6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-20 00:00:00.0000000",0,"18",14525,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0AD36ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-21 00:00:00.0000000",0,"19",12298,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0AE16ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-22 00:00:00.0000000",0,"20",15973,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0AF66ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-23 00:00:00.0000000",0,"21",11171,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0B0C6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-24 00:00:00.0000000",0,"22",5353,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0B1B6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-25 00:00:00.0000000",0,"23",7338,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0B2A6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-26 00:00:00.0000000",0,"24",3023,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0B396ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-27 00:00:00.0000000",0,"25",5199,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0B496ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-28 00:00:00.0000000",0,"26",9192,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0B606ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-29 00:00:00.0000000",0,"27",10782,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0B746ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-09-30 00:00:00.0000000",0,"28",4153,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0B846ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-01 00:00:00.0000000",0,"29",5081,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0B996ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-02 00:00:00.0000000",0,"30",4711,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0BAE6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-03 00:00:00.0000000",0,"31",4626,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0BC46ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-04 00:00:00.0000000",0,"32",1823,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0BD26ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-05 00:00:00.0000000",0,"33",5007,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0BE86ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-06 00:00:00.0000000",0,"34",2703,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0BF86ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-07 00:00:00.0000000",0,"35",4246,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0C0C6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-08 00:00:00.0000000",0,"36",3945,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0C1B6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-09 00:00:00.0000000",0,"37",10074,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0C296ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-10 00:00:00.0000000",0,"38",6975,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0C3F6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-11 00:00:00.0000000",0,"39",2811,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0C4D6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-12 00:00:00.0000000",0,"40",6779,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0C616ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-13 00:00:00.0000000",0,"41",3403,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0C726ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-14 00:00:00.0000000",0,"42",2900,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0C826ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-15 00:00:00.0000000",0,"43",14619,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0C976ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-16 00:00:00.0000000",0,"44",23649,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0CAB6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-17 00:00:00.0000000",0,"45",4511,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0CBA6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-18 00:00:00.0000000",0,"46",4960,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0CCA6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-19 00:00:00.0000000",0,"47",12009,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0CDF6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-20 00:00:00.0000000",0,"48",11544,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0CF56ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-21 00:00:00.0000000",0,"49",6267,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0D046ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-22 00:00:00.0000000",0,"50",3915,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0D136ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-23 00:00:00.0000000",0,"51",4772,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0D236ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-24 00:00:00.0000000",0,"52",4277,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0D376ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-25 00:00:00.0000000",0,"53",3292,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0D476ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-26 00:00:00.0000000",0,"54",6951,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0D5C6ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-27 00:00:00.0000000",0,"55",9575,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0D736ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-28 00:00:00.0000000",0,"56",5169,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0D896ADE7159E10000000A442CBA","109264c4-0c34-45a6-bf37-d9abe49673ae","2012-10-29 00:00:00.0000000",0,"57",2822,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0D936ADE7159E10000000A442CBA","176caecb-ac8d-4ded-a50b-b493d01327f5","2012-09-02 00:00:00.0000000",0,"0",5816,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0DA16ADE7159E10000000A442CBA","176caecb-ac8d-4ded-a50b-b493d01327f5","2012-09-03 00:00:00.0000000",0,"1",8139,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0DB76ADE7159E10000000A442CBA","176caecb-ac8d-4ded-a50b-b493d01327f5","2012-09-04 00:00:00.0000000",0,"2",7761,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0DC66ADE7159E10000000A442CBA","176caecb-ac8d-4ded-a50b-b493d01327f5","2012-09-05 00:00:00.0000000",0,"3",5489,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0DD76ADE7159E10000000A442CBA","176caecb-ac8d-4ded-a50b-b493d01327f5","2012-09-06 00:00:00.0000000",0,"4",4864,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0DE86ADE7159E10000000A442CBA","176caecb-ac8d-4ded-a50b-b493d01327f5","2012-09-07 00:00:00.0000000",0,"5",5785,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0DF66ADE7159E10000000A442CBA","176caecb-ac8d-4ded-a50b-b493d01327f5","2012-09-08 00:00:00.0000000",0,"6",4152,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0E0A6ADE7159E10000000A442CBA","176caecb-ac8d-4ded-a50b-b493d01327f5","2012-09-09 00:00:00.0000000",0,"7",3441,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
"51FA0E186ADE7159E10000000A442CBA","176caecb-ac8d-4ded-a50b-b493d01327f5","2012-09-10 00:00:00.0000000",0,"8",7704,"PROC","2013-08-02 00:00:00.0000000","","","PROC","2013-08-02 00:00:00.0000000",0
